,text,date,likes
65,"Хотите начать карьеру в крупной компании, но переживаете из-за недостатка опыта и навыков? Рассказываем историю Павла Юферова, выпускника программы «Профессия финансового аналитика». Уже во время обучения на курсе он успел поработать в СПАО Ингосстрах, а по окончании — начать стажировку в «Газпром нефть» 👇 
 
Освойте навыки для работы в финансах с нуля и закрепите их при решении четырех практических кейсов на образовательной программе «Профессия финансового аналитика». Вы также составите грамотное резюме при поддержке HR и подготовитесь к другим этапам отбора. Бонус: пропуск CV-скрининга в компаниях-партнерах. 
 
🚀 Курс стартует уже в эту пятницу! Успейте присоединиться со скидкой 16% до 9 февраля: https://clck.ru/33SvsP 
 
#education@changellengeglobal #Changellenge #CL_FinanceAnalyst",1675706640,12
66,"Хотите работать финансовым аналитиком в российской или зарубежной компании, но не хватает необходимых навыков и опыта? Эксперт Ксения Черменская — CFO в Яндекс.Вертикали — поделится своей карьерной историей и расскажет обо всех подводных камнях профессии на бесплатном вебинаре 16 февраля в 19:00 Мск.

Вы узнаете:
📌 над какими задачами работают финансовые аналитики и почему они востребованы на рынке труда;
📌 какие пять навыков необходимо прокачать финансовому аналитику для оффера в России и за рубежом;
📌 где и как можно приобрести навыки финансового аналитика, если нет релевантного опыта;
📌 как эффективно освоить аналитические навыки и выйти на работу уже во время обучения.

🎁 Подарки для самых активных слушателей: 
— три участника, больше всего проявивших себя на вебинаре, получат разбор резюме от HR-эксперта;
— все участники, пригласившие двух и более знакомых на вебинар, получат чек-лист по основным функциям Excel.

Регистрируйтесь и прокачайтесь в финансовой аналитике уже сейчас: https://clck.ru/33TkLw

#education@changellengeglobal #Changellenge #CL_BusinessAnalysis #CL_DataAnalyst #CL_FinanceAnalyst #CL_AnalystPRO",1675692360,6
67,"Как получить заветный оффер? В первую очередь необходимо заинтересовать HR-специалиста, который будет просматривать ваше резюме и сопроводительное письмо. И если с CV все более менее понятно, сопроводительное письмо вызывает много вопросов. Как и о чем писать? Какой объем подойдет? Кто-то вообще будет читать мое письмо? Разбираемся в карточках 👇

Подготовиться ко всем этапам отбора поможет комплексная программа «Аналитик PRO». Вы научитесь проходить все этапы отбора под руководством HR-специалистов и экспертов-практиков, решите 20+ бизнес-кейсов и усилите резюме, а также получите приоритет при трудоустройстве в компании-партнеры!

Регистрация: https://u.to/S_Y3HQ

#education@changellengeglobal #Changellenge #CL_BusinessAnalysis #CL_DataAnalyst #CL_FinanceAnalyst #CL_AnalystPRO",1675444237,14
68,"Хотите сменить профессию и получать удовольствие от работы? Присмотритесь к аналитике данных — в специалистах этой сферы нуждаются 89% компаний! Узнать, какие навыки нужны для старта в карьере, как выделиться при отборе и получить желанный оффер, поможет бесплатный вебинар «Как перейти в аналитику данных из другой сферы» 7 февраля в 19:00 Мск. 

Приглашенный эксперт — успешный дата-аналитик, который на личном опыте расскажет все о смене профессии и поделится проверенными лайфхаками. 

На трансляции вы узнаете:

🔸 чем занимаются дата-аналитики и почему они нужны 89% компаний;
🔸 как оценить имеющиеся навыки и сменить профессию без потери дохода;
🔸 как составить «новое» резюме и упаковать прежний опыт, чтобы пройти отбор;
🔸 обязательно ли иметь техническое образование;
🔸 как избежать распространенных ошибок при поиске работы и спланировать карьерное развитие, чтобы регулярно получать повышение.

🗣 В конце проведем Q&A-сессию с экспертом — сможете задать свои вопросы и перенять профессиональный опыт. 

Регистрируйтесь по ссылке: https://u.to/fO02HQ 

#education@changellengeglobal #Changellenge #CL_DataAnalyst",1675440360,2
69,"Загадка от Changellenge»: как называется день, когда все собираются в одном месте, общаются с выпускниками топового вуза, проникаются атмосферой студенческой жизни и узнают, как получить грант на обучение? Правильно, День открытых дверей Российской экономической школы.

12 февраля студенты узнают:

— как устроено обучение на магистерских и дневных мастерских программах РЭШ;
— что нужно для поступления и каким образом можно выиграть грант;
— чем занимаются выпускники РЭШ и как строят карьеру;
— почему РЭШ является одним из самых перспективных вузов международного уровня. 

Участники смогут познакомиться с ректоратом, преподавателями и выпускниками школы, посетить полезные лекции и узнать больше о программах по экономике, финансам и анализу данных. А в завершение — присоединиться к Happy Hour, на котором гостей ждет погружение в атмосферу студенческой жизни РЭШ, неформальное общение с руководством, студентами и выпускниками и вкусная пицца!

Присоединяйтесь ко Дню открытых дверей Российской экономической школы и узнайте о всех преимуществах магистерских программ: https://clck.ru/33SUKb

#event@changellengeglobal #Changellenge #РЭШ #ДОДРЭШ",1675425660,4
70,"Как новичку без профильного образования попасть в консалтинговую компанию с мировым именем? Для многих это является неосуществимой мечтой, но построить карьеру в консалтинге может каждый!

О своем пути в профессии расскажет эксперт из Arthur Consulting (ex-Arthur D. Little) на бесплатном вебинаре «Как бизнес-аналитику попасть в консалтинг» 8 февраля в 19:00 Мск. 🎤 В конце будет Q&A-сессия с экспертом — сможете задать все вопросы и перенять профессиональный опыт!

На трансляции вы узнаете:
🔹 какие навыки нужны специалисту в консалтинге и как их прокачать;
🔹 как проходит обычный день консультанта на примере 3 реальных задач;
🔹 как подготовиться к 4 этапам отбора в консалтинговые фирмы;
🔹 как перейти в консалтинг с навыками бизнес-аналитика.

Регистрируйтесь по ссылке: https://u.to/gc42HQ 

#education@changellengeglobal #Changellenge #CL_BusinessAnalysis",1675411815,3
71,"Как выстроить структурное решение любой бизнес-задачи? Именно это будут изучать и пробовать на практике участники зимней Школы Changellenge » на этой неделе. А мы кратко делимся материалами от экспертов 👇

Если хотите узнавать больше инсайдерской информации о Школе Changellenge », получать карьерные лайфхаки и первыми узнавать о наших онлайн- и офлайн-ивентах, рекомендуем присоединиться к телеграм-каналу Школы Changellenge »: https://clck.ru/33RsiW

#education@changellengeglobal #Changellenge #CLSchool",1675361340,18
72,"Мечтаете работать в перспективной сфере, выполнять интересные задачи и получать высокий доход? Ваш выбор — консалтинг! Начать карьеру лучше всего с профессии бизнес-аналитика. На бесплатном вебинаре «Как бизнес-аналитику попасть в консалтинг» 8 февраля в 19:00 Мск бизнес-аналитик из Arthur Consulting расскажет все о карьере в консалтинговой компании. 

Программа вебинара:
🔹 как компетенции бизнес-аналитика пригодятся в консалтинге;
🔹 какие навыки нужны специалисту в консалтинге и как их прокачать;
🔹 как проходит обычный день консультанта на примере 3 реальных задач;
🔹 как подготовиться к 4 этапам отбора в консалтинговые фирмы.

🎤 В конце вас ждет Q&A-сессия с экспертом — сможете задать все вопросы и перенять профессиональный опыт!

Регистрируйтесь по ссылке: https://u.to/2MkyHQ

#education@changellengeglobal #Changellenge #CL_BusinessAnalysis",1675354080,3
73,"Почему аналитики данных так востребованы в крупных компаниях? Какую роль Big Data играет в нашей жизни? Собрали для вас несколько неочевидных примеров использования больших данных »

Стать востребованным дата-аналитиком и получить оффер в крупную компанию поможет образовательная программа «Профессия аналитика данных». Вы прокачаете все ключевые навыки для успешной карьеры и отточите их на 13 реальных бизнес-кейсах в роли аналитика. 

🚀 Регистрируйтесь до четверга со скидкой 30%: https://u.to/764qHQ

#education@changellengeglobal #Changellenge #CL_DataAnalyst",1675275480,14
74,"🤩 Хотите попасть в консалтинг?
➡ Узнайте, какие навыки для этого нужны!

Уже сегодня в 19:00 Мск бесплатный вебинар «Почему нельзя стать консультантом без аналитики: ТОП навыков, без которых не возьмут даже на стажировку». Спикер — Егор Ефименко, практикующий консультант, менеджер проектов в компании «Партнеры в эффективности». На личном опыте он расскажет, как начать карьеру и избежать распространенных ошибок. 

В программе вебинара:
🔻 с какими задачами сталкиваются консультанты в работе;
🔻 какие навыки прокачать тем, кто хочет начать карьеру или перейти в консалтинг уже имеющимся опытом;
🔻 какие аналитические hard skills повысят шансы на оффер. 

🗣 В конце проведем Q&A-сессию с экспертом. Сможете задать все вопросы и перенять профессиональный опыт!

👉🏻 Регистрируйтесь по ссылке: https://u.to/_LQZHQ

#education@changellengeglobal #Changellenge #CL_BusinessAnalysis #CL_DataAnalyst #CL_FinanceAnalyst #CL_AnalystPRO",1675239120,2
75,"Консалтинг окружен мифами. Можно услышать, что в сферу не попасть без экономического образования, консультанты постоянно перерабатывают или не несут особой пользы для бизнеса. Собрали самые популярные заблуждения о конслалтинге, чтобы раз и навсегда выяснить, где правда » 

Никаких мифов, только проверенные факты — это про образовательную программу «Профессия бизнес-аналитика»! Вы освоите ключевые навыки специалиста под руководством экспертов из сферы и закрепите их на реальных кейсах в роли консультанта. HR подготовят вас ко всем этапам отбора в компанию и найдут вакансию под ваш запрос, так что сможете начать работать в консалтинге уже в этом году!

Обучение начинается уже 10 февраля, успейте зарегистрироваться со скидкой: https://u.to/eG8iHQ

#education@changellengeglobal #Changellenge #CL_BusinessAnalysis",1675188660,10
76,"Хотите сменить профессию, но боитесь, что придется начинать карьеру с нуля? Присмотритесь к консалтингу — это интересные задачи, хорошая зарплата на старте и возможность работать в крупной международной или российской компании. К тому же, если у вас уже есть опыт в другой сфере, войти в консалтинг будет еще проще. Вы выделитесь на фоне других кандидатов и сможете претендовать на более высокую позицию. Остается освоить базовый набор компетенций и начать строить успешную карьеру!

Узнайте, какие скиллы позволят перейти в консалтинг, на бесплатном вебинаре «Почему нельзя стать консультантом без аналитики: ТОП навыков, без которых не возьмут даже на стажировку» 1 февраля в 19:00 Мск. Спикер — Егор Ефименко, практикующий консультант, менеджер проектов в компании «Партнеры в эффективности». На личном опыте он расскажет, как войти в профессию и избежать распространенных ошибок.

На трансляции вы узнаете:
🔻 с какими задачами сталкиваются консультанты в работе;
🔻 какие навыки прокачать тем, кто хочет начать карьеру или перейти в консалтинг уже имеющимся опытом;
🔻 какие аналитические hard skills повысят шансы на оффер. 

💥 В конце проведем Q&A-сессию с экспертом, где вы сможете задать вопросы и перенять профессиональный опыт!

Регистрируйтесь по ссылке: https://u.to/grQZHQ

#education@changellengeglobal #Changellenge #CL_BusinessAnalysis #CL_DataAnalyst #CL_FinanceAnalyst #CL_AnalystPRO",1675181040,5
77,"Менять профессию — трудно, долго и страшно, ведь так? А вот и нет! Перейти в дата-аналитику из другой сферы несложно, даже если кажется, что у вас нет подходящих навыков и опыта. Убедитесь на бесплатном вебинаре «Как перейти в аналитику данных из другой сферы» 7 февраля в 19:00 Мск. 

Спикер — практикующий дата-аналитик, который сам сменил профессию. Он расскажет о проверенных лайфхаках из личного опыта и поделится другими успешными кейсами перехода в аналитику данных. 

На трансляции вы узнаете:

🔸 чем занимаются дата-аналитики и почему они нужны 89% компаний;
🔸 как оценить имеющиеся навыки и сменить профессию без потери дохода;
🔸 как составить «новое» резюме и упаковать прежний опыт, чтобы пройти отбор;
🔸 обязательно ли иметь техническое образование;
🔸 как избежать распространенных ошибок при поиске работы и спланировать карьерное развитие, чтобы регулярно получать повышение.

🗣 В конце проведем Q&A-сессию с экспертом — сможете задать свои вопросы и перенять профессиональный опыт. 

Регистрируйтесь по ссылке, чтобы начать карьеру в дата-аналитике уже в этом году: https://u.to/bs0ZHQ 

#education@changellengeglobal #Changellenge #CL_DataAnalyst",1675173840,4
78,"Можно освоить много навыков, но все равно иметь проблемы с трудоустройством. Чаще всего причина в резюме. Скрининг CV — первый и решающий этап, на котором отсеивается большинство кандидатов. В резюме главное — правильная и грамотная самопрезентация, которая поможет HR быстро понять ваши преимущества. Собрали для вас советы, как описать даже типичные навыки.

Научитесь составлять резюме и проходить другие этапы отбора на программе «Профессия финансового аналитика». Также вы освоите необходимые навыки — Excel, SQL и BI-системы, построение финмоделей и расчет unit-экономики, получите опыт работы над четырьмя проектами от крупных компаний и сможете пропустить этапы отбора в компании-партнеры. Успейте получить скидку 18% до 2 февраля: https://clck.ru/33RyFq

#education@changellengeglobal #Changellenge #CL_FinanceAnalyst",1675102020,18
79,"В четверг 2 февраля в 19:00 Мск пройдет бесплатный вебинар «ТОП-5 навыков финансового аналитика для оффера в российские или зарубежные компании», где мы раскроем ключевые компетенции, необходимые каждому финаналитику для получения заветного оффера в компанию мечты.
Почему стоит пойти на вебинар, рассказываем в карточках » 

Регистрация: https://clck.ru/33QPwC

#education@changellengeglobal #Changellenge #CL_FinanceAnalyst",1675098361,7
80,"Хотите в консалтинг, но боитесь, что для этого нужно иметь много сложных навыков? К счастью, это не так: работодатели не требуют большого количества компетенций от начинающих консультантов. А если вы уже имеете опыт в другой сфере, то можете использовать ваш бэкграунд, чтобы легче попасть в консалтинг. Остается овладеть базовыми инструментами и начать строить крутую карьеру!

На бесплатном вебинаре «Почему нельзя стать консультантом без аналитики: ТОП навыков, без которых не возьмут даже на стажировку» 1 февраля в 19:00 Мск приглашенный консультант на личном опыте расскажет, какие скиллы позволят войти в сферу. 

На трансляции вы узнаете:
🔻 с какими задачами сталкиваются консультанты в работе;
🔻 какие навыки прокачать тем, кто хочет начать карьеру или перейти в консалтинг уже имеющимся опытом;
🔻 какие аналитические hard skills повысят шансы на оффер. 

🗣 В конце проведем Q&A-сессию с экспертом — сможете задать все вопросы и перенять профессиональный опыт!

Регистрируйтесь по ссылке: https://u.to/0LIZHQ

#education@changellengeglobal #Changellenge #CL_BusinessAnalysis #CL_DataAnalyst #CL_FinanceAnalyst #CL_AnalystPRO",1675095000,3
81,"Кто не рискует, тот… Нет, не так! Кто прошел Школу управления рисками, тот работает в банковской сфере риск-менеджером. Это бесплатный онлайн-курс с перспективой трудоустройства в ВТБ для студентов, готовых инвестировать в карьеру. 

Риск-менеджмент — работа с потенциальными опасностями для бизнеса и генерация решений для их устранения. Создавая продукт в банковской сфере, нужно точно знать, как обеспечить клиенту безопасность. Поэтому эксперт в риск-менеджменте должен быть и математиком, и айтишником, и финансистом. 

Обучиться всем этим профессиям самостоятельно сложно. Но вы справитесь с помощью опытных преподавателей и проработанной программы обучения! За три месяца Школы управления рисками вы:

— научитесь практическому применению Data Science и Machine Learning;
— изучите базовые принципы работы с Python;
— познакомитесь с ведущими экспертами сферы;
— получите возможность попасть в штат ВТБ.

Организаторы школы ждут студентов старших курсов, изучающих сферы информатики, математики, экономики и финансов. Подать заявку могут студенты из Екатеринбурга, Казани, Нижний Новгорода, Новосибирска, Перми, Самары, Санкт-Петербурга, Томска и Тюмени.

Узнать о программе больше и отправить заявку: https://clck.ru/33QLeH

#education@changellengeglobal #ВТБ #Changellenge",1675091160,8
82,"Хотите работать финансовым аналитиком в российской или зарубежной компании, но не хватает необходимых навыков и опыта? Стремитесь понять, как получать приглашения и офферы вместо отказов?

Регистрируйтесь на бесплатный вебинар «ТОП-5 навыков финансового аналитика для оффера в российские или зарубежные компании», который пройдет 2 февраля в 19:00 Мск.

На трансляции вы узнаете:
✅ над какими задачами работают финансовые аналитики и почему они востребованы на рынке труда;
✅ какие топ-5 навыков необходимы для получения оффера в финансовой аналитике;
✅ где и как можно приобрести навыки финансового аналитика, если нет релевантного опыта; 
✅ как финансовому аналитику получить оффер в российские и зарубежные компании.

Вы получите экспертные советы от приглашенного финансиста!🤩

🚀 Регистрируйтесь и прокачайтесь в финансовой аналитике уже сейчас: https://clck.ru/33NMmL

#education [club25758|@changellengeglobal] #Changellenge #CL_FinanceAnalyst",1674828240,13
83,"В исследовании Changellenge » Best Company Award 2022 вы выбрали Яндекс как самого крутого и привлекательного работодателя. Не можем оставить вас без шанса попасть к ним на работу и делимся вакансиями от Young&&Yandex. Это уникальные предложения, которые есть в компании, помимо 5 основных направлений стажировки (бэкенд-, фронтенд- и мобильная разработка, аналитика, ML). 

👾 DevOps-инженер 
Компания ищет начинающих специалистов, желающих развиваться в направлении DevOps. Если вам интересно разбираться в архитектуре и построении высоконагруженных и отказоустойчивых сервисов — смело откликайтесь на стажировку: https://clck.ru/33JU3o 

🔧 Технический менеджер 
Яндекс ждет ваш отклик, если вы хорошо разбираетесь в технических деталях и хотите взаимодействовать с заказчиками, анализировать функциональность процессов и поведение пользователей в них: https://clck.ru/33JU2Y 

🐩 Стажер в группу безопасности сервисов 
Компании нужны талантливые начинающие специалисты в сфере информационной безопасности. Яндекс уделяет большое внимание защите пользовательских данных и своих сервисов, а также решает задачи по предоставлению доступа к информации и предотвращению ее утечек: https://clck.ru/33JU4i 

Подробнее о задачах и требованиях к кандидатам читайте на карточках 🙌

#career@changellengeglobal #Young&&Yandex #Changellenge",1674820869,18
84,"🕐 «Чем раньше, тем лучше» — золотое правило на все времена. Оно и про карьеру тоже! Если выйти на рынок труда, будучи студентом, вы успеете попробовать себя на стажировках в разных направлениях и понять, кем вы хотите работать в будущем. Это усилит резюме и поможет найти работу после (или даже до) выпуска. 

Дать мощный старт вашей карьере поможет зимняя Школа Changellenge »! Старт 28 января: https://u.to/obH0HA

Осталось менее 5 мест! При оплате программы до 27 января курс «Карьера за рубежом» — в подарок. Участники, выбравшие оптимальный пакет, также получат доступ к курсу «Топ-8 soft skills». Таких призов еще не было!

❕ Гранты участникам курса первокурсника, курса-комьюнити, кейс-чемпионатов и других мероприятий действительны до 27 января 23:59 Мск. После этого все гранты обнуляются — успейте их использовать.

#education@changellengeglobal #Changellenge #CLSchool",1674814200,16
85,"Новый год прошел, а Дед Мороз не положил идеальную вакансию под елку? Создайте ее сами! Расскажите о своих карьерных предпочтениях работодателю — одной из топовых девелоперских компаний — и помогите ей создать лучшие условия для кандидатов. Пройдите опрос — подарки получит каждый:

— Промокод 5% на освоение профессий стратегического консультанта, бизнес-, дата- или финансового аналитика.
— Скидку 5% на изучение Python, Excel, финмоделирования, бизнес-презентациий, SQL и других курсов ToolKit от Changellenge » Education.
— Скидку 25% на все продукты проекта Arzamas. 

Донесите свое мнение о карьерных предпочтениях и повлияйте на создание крутых вакансий на рынке труда: https://clck.ru/33NP5w

#test@changellengeglobal #Changellenge #тест",1674807000,3
86,"Хотите войти в сферу консалтинга, но переживаете из-за высокой конкуренции? На бесплатном вебинаре «Как пройти отбор в консалтинг?» уже сегодня в 19:00 Мск приглашенный эксперт Анастасия Усанова — HR-специалист в SBS Consulting расскажет, как проходит отбор и какие требования предъявляют к кандидатам в 2023 году. Также Анастасия поделится кейсами из своей практики и лайфхаками, которые помогут составить грамотное резюме и успешно пройти собеседование — присоединяйтесь!

На трансляции вы узнаете:
— кто такой консультант и какие задачи он решает;
— какие этапы отбора существуют и как их пройти;
— как избежать распространенных ошибок во время обучения и поиска работы;
— как найти свою компанию мечты: на что ориентироваться при выборе работодателя.

В конце вебинара вы сможете задать все оставшиеся вопросы на Q&A-сессии!

Регистрируйтесь по ссылке: https://clck.ru/33NJWf

#education@changellengeglobal #Changellenge #CL_BusinessAnalysis",1674748920,6
87,"Где лучшие тусовки? Пока не знаем, но можем подсказать, где лучшие карьерные предложения! В рассылке от Changellenge » мы готовим гайд по офферам от топовых компаний, стажировкам, мастер-классам, чемпионатам и лидерским программам. 

Никакой воды и ноль спама. В письмах — только качественные предложения, упакованные в самый удобный формат: https://clck.ru/33NNam

#info@changellengeglobal",1674742080,8
88,"В 2022 рынок консалтинга в России пережил кризис. Несмотря на все сложности время перемен — отличный момент для карьерного роста! Компании реорганизуются, расширяются и решают все проблемы, до которых раньше не доходили руки. Сейчас консалтинг в России как никогда нуждается в специалистах. На бесплатном вебинаре «Как пройти отбор в консалтинг?» 26 января в 19:00 Мск расскажем, с чего начать свой путь в сфере и какие требования предъявляют к кандидатам.

На трансляции вы узнаете:
— кто такой консультант и какие задачи он решает;
— какие этапы отбора существуют и как их пройти;
— как избежать распространенных ошибок во время обучения и поиска работы;
— как найти свою компанию мечты: на что ориентироваться при выборе работодателя.

В завершение проведем Q&A-сессию с HR-специалистом из SBS Consulting, где вы сможете задать все вопросы!

Регистрируйтесь по ссылке: https://clck.ru/33Lx8j

#education@changellengeglobal #Changellenge #CL_BusinessAnalysis",1674720720,11
89,"Есть миф, что учиться онлайн — неэффективно. Но почему, ведь это дает столько дополнительных бонусов! Экономия времени на дорогу, возможность учиться из любой точки мира и в любое время: такой вариант освоения навыков гораздо удобнее и быстрее. Разбираемся, какие страхи останавливают учеников на пути к онлайн-формату и какие решения для преодоления трудностей нашла команда программы «Профессия аналитика данных» 👇

🔥 Успейте зарегистрироваться до 26 января со скидкой 16%: https://u.to/4-P0HA

#education@changellengeglobal #Changellenge #CL_DataAnalyst",1674670080,11
90,"Поздравляем с Днем студента! Надеемся, что после сданной сессии вы не убрали зачетку далеко, потому что… Она поможет забрать заслуженные подарки!

Чтобы дать старт карьере еще до выпуска из вуза, подготовиться к отбору в компании и пополнить резюме реальными проектами, мы дарим вам студенческие гранты на образовательные программы «Аналитик PRO», «Профессия бизнес-аналитика», «Профессия аналитика данных», «Профессия финансового аналитика» и Школа Changellenge »:

🥇 Отличникам — 8000 рублей
🥈 Хорошистам — 5000 рублей
🥉 Зачетка с тройками — гайд по эффективной учебе
🎁 Подарок для всех — 5000 рублей на обучение в Школе Changellenge »

В акции могут принять участие студенты всех курсов, форм обучения, вузов и городов. 

👉🏼 Присылайте ваши контакты и фото/скан зачетки с датой последней сессии по ссылке: 

⏱ Акция действует 24 часа с момента публикации поста! Суммируется с актуальной скидкой на сайте выбранной программы: https://clck.ru/33MTx2

#education@changellengeglobal #Changellenge",1674666840,6
91,"⚡ Ежегодная церемония Changellenge » Best Company Award 2022 is over! Платформа по работе с молодежью и брендом работодателя Changellenge » проводит ее уже восьмой год подряд. В этом году церемония награждения победителей Best Company Award прошла 23 января в кинотеатре [https://vk.com/karo|«КАРО 11 Октябрь»]. 

На церемонии мы назвали лучших работодателей по мнению студентов и выпускников разных специальностей, а сейчас готовы поделиться некоторыми результатами:

— Самой привлекательной областью для молодых ребят остается IT-сфера.
— Вырос рейтинг фактора «смысл и ценность работы» при выборе компании. При этом важность фактора «международная карьера и релокация», наоборот, снизилась.
— Девушкам важнее факторы, связанные со стабильностью и дружелюбной атмосферой в команде, для парней — с профессионализмом коллег и быстрым карьерным ростом.

Мы опубликовали рейтинг работодателей по разным отраслям на сайте. Для студентов — мастхэв при выборе места трудоустройства. Отдельно указали лучшие компании по мнению участников опроса, чтобы было легче найти работу мечты. 

Еще рейтинг поможет понять ситуацию на рынке труда молодых специалистов и эффективнее работать с этой аудиторией. Особенно пригодится HR-специалистам — можете смело ссылаться на наши данные при работе с молодежью и стратегиями ее привлечения.

Результаты исследования — здесь: https://clck.ru/33Mntv

#career@changellengeglobal #Changellenge #BestCompanyAward #BCA",1674662760,5
92,"Поздравляем с Днем студента! Мы не могли пропустить такой повод собраться всей кейсерской тусовкой, поэтому уже завтра состоится бесплатный offline Case Battle от Changellenge » Education. Празднуйте вместе с нами — на мероприятии вас ждет три часа нетворкинга со студентами из топовых вузов, мерч от компаний-партнеров и кофе-брейк, во время которого вы заведете не менее 30 полезных знакомств. 

🕖 Когда: 26 января в 18:00 Мск
📍 Где: г. Москва, Точка Кипения, Малый Конюшковский пер. д. 2 (3 этаж) 
📝 Регистрация: https://cuti.cc/b1puT

#education@changellengeglobal #Changellenge #CLSchool",1674652231,13
93,"«Невозможно быстро вырасти в рамках большой компании»

Согласны? Узнали? Этот стереотип распространен среди молодых специалистов, которые начали строить карьеру в топовых компаниях. 
В зависимости от результатов опроса

Рассказываем, как дела обстоят на самом деле!

В «Лаборатории Касперского» — топовой компании по кибербезопасности — у молодых специалистов есть масса возможностей для развития. Из стажера можно вырасти до вице-президента. Михаил Гербер на своем примере доказал, что главное — верить в то, что ты делаешь и заниматься интересными задачами. Тогда вы сможете прокачать скиллы, узнать обо всех тонкостях работы компании и стать ведущим специалистом.

Чтобы успешно расти профессионально в рамках одной компании, нужно:

— не бояться брать на себя больше ответственности;
— быть вовлеченным: находить интересные моменты, всегда думать о том, что можно улучшить в рабочих процессах, как использовать свои навыки;
— не стесняться заявлять о своем желании расти дальше, если вы чувствуете, что готовы применить наработанный опыт и что вам было бы интереснее на позиции выше;
— ставить в приоритет качество выполнения задач.

Узнайте больше об истории Михаила, полезных советах и стереотипах работы в крупной IT-компании на сайте проекта People In Tech от «Лаборатории Касперского» https://clck.ru/33MTCc

#career@changellengeglobal #ЛабораторияКасперского #Changellenge",1674573909,3
